#X		#Y		#Wave		#Intensity
-10783.643138	5162.446292	1655.785156	19113.697266
-10783.643138	5162.446292	1654.791016	19201.789063
-10783.643138	5162.446292	1653.797852	19288.707031
-10783.643138	5162.446292	1652.804688	19272.431641
-10783.643138	5162.446292	1651.810547	19391.998047
-10783.643138	5162.446292	1650.816406	19282.648438
-10783.643138	5162.446292	1649.822266	19432.333984
-10783.643138	5162.446292	1648.828125	19333.068359
-10783.643138	5162.446292	1647.833008	19155.916016
-10783.643138	5162.446292	1646.838867	19277.888672
-10783.643138	5162.446292	1645.843750	19467.648438
-10783.643138	5162.446292	1644.848633	19310.662109
-10783.643138	5162.446292	1643.852539	19168.802734
-10783.643138	5162.446292	1642.857422	19360.976563
-10783.643138	5162.446292	1641.861328	19271.880859
-10783.643138	5162.446292	1640.865234	19255.609375
-10783.643138	5162.446292	1639.869141	19565.603516
-10783.643138	5162.446292	1638.873047	19596.951172
-10783.643138	5162.446292	1637.876953	19437.621094
-10783.643138	5162.446292	1636.879883	19433.861328
-10783.643138	5162.446292	1635.882813	19517.871094
-10783.643138	5162.446292	1634.885742	19514.089844
-10783.643138	5162.446292	1633.888672	19740.931641
-10783.643138	5162.446292	1632.891602	19529.080078
-10783.643138	5162.446292	1631.893555	19710.720703
-10783.643138	5162.446292	1630.895508	19739.462891
-10783.643138	5162.446292	1629.897461	19402.484375
-10783.643138	5162.446292	1628.899414	19694.226563
-10783.643138	5162.446292	1627.900391	19537.660156
-10783.643138	5162.446292	1626.902344	19941.910156
-10783.643138	5162.446292	1625.903320	19832.904297
-10783.643138	5162.446292	1624.904297	19743.958984
-10783.643138	5162.446292	1623.905273	19762.626953
-10783.643138	5162.446292	1622.905273	19636.203125
-10783.643138	5162.446292	1621.906250	19527.330078
-10783.643138	5162.446292	1620.906250	19636.037109
-10783.643138	5162.446292	1619.906250	19607.201172
-10783.643138	5162.446292	1618.906250	19473.394531
-10783.643138	5162.446292	1617.905273	19729.480469
-10783.643138	5162.446292	1616.905273	19583.205078
-10783.643138	5162.446292	1615.904297	19761.724609
-10783.643138	5162.446292	1614.903320	19895.214844
-10783.643138	5162.446292	1613.902344	20006.177734
-10783.643138	5162.446292	1612.900391	19867.441406
-10783.643138	5162.446292	1611.899414	20015.800781
-10783.643138	5162.446292	1610.897461	19902.064453
-10783.643138	5162.446292	1609.895508	20075.304688
-10783.643138	5162.446292	1608.892578	19984.048828
-10783.643138	5162.446292	1607.890625	20548.769531
-10783.643138	5162.446292	1606.887695	20193.128906
-10783.643138	5162.446292	1605.885742	20478.351563
