#X		#Y		#Wave		#Intensity
-17050.371223	5269.443417	1655.785156	26523.589844
-17050.371223	5269.443417	1654.791016	26521.072266
-17050.371223	5269.443417	1653.797852	26581.423828
-17050.371223	5269.443417	1652.804688	26332.281250
-17050.371223	5269.443417	1651.810547	26402.699219
-17050.371223	5269.443417	1650.816406	26686.863281
-17050.371223	5269.443417	1649.822266	26374.966797
-17050.371223	5269.443417	1648.828125	26304.537109
-17050.371223	5269.443417	1647.833008	26339.699219
-17050.371223	5269.443417	1646.838867	26580.917969
-17050.371223	5269.443417	1645.843750	26656.207031
-17050.371223	5269.443417	1644.848633	26485.275391
-17050.371223	5269.443417	1643.852539	26352.080078
-17050.371223	5269.443417	1642.857422	26490.134766
-17050.371223	5269.443417	1641.861328	26487.537109
-17050.371223	5269.443417	1640.865234	26803.728516
-17050.371223	5269.443417	1639.869141	26758.396484
-17050.371223	5269.443417	1638.873047	27001.638672
-17050.371223	5269.443417	1637.876953	26928.681641
-17050.371223	5269.443417	1636.879883	27322.283203
-17050.371223	5269.443417	1635.882813	27026.093750
-17050.371223	5269.443417	1634.885742	27123.656250
-17050.371223	5269.443417	1633.888672	27135.947266
-17050.371223	5269.443417	1632.891602	27133.191406
-17050.371223	5269.443417	1631.893555	26874.839844
-17050.371223	5269.443417	1630.895508	27085.080078
-17050.371223	5269.443417	1629.897461	27027.216797
-17050.371223	5269.443417	1628.899414	27104.605469
-17050.371223	5269.443417	1627.900391	26944.093750
-17050.371223	5269.443417	1626.902344	27159.148438
-17050.371223	5269.443417	1625.903320	27166.375000
-17050.371223	5269.443417	1624.904297	27178.597656
-17050.371223	5269.443417	1623.905273	27288.386719
-17050.371223	5269.443417	1622.905273	27345.599609
-17050.371223	5269.443417	1621.906250	27415.291016
-17050.371223	5269.443417	1620.906250	27269.912109
-17050.371223	5269.443417	1619.906250	27094.585938
-17050.371223	5269.443417	1618.906250	27289.248047
-17050.371223	5269.443417	1617.905273	27188.947266
-17050.371223	5269.443417	1616.905273	27470.953125
-17050.371223	5269.443417	1615.904297	27810.298828
-17050.371223	5269.443417	1614.903320	27682.470703
-17050.371223	5269.443417	1613.902344	27644.582031
-17050.371223	5269.443417	1612.900391	27724.042969
